Suco Maguary Fruit Shoot Morango 150ml,2
Vinho Tinto Seco Patagón Carménère 750ml,2
Energético Red Bull Cereja e Frutas Silvestres 250ml,2
Cerveja Pale Ale Puro Malte Eisenbahn Garrafa 355ml,2
Vinho Tinto Patagón Cabernet Sauvignon 750ml,2
Néctar Del Valle Mais Laranja Tetra Pak 1 L,2
Vinho Tinto Quinta Flores 750ml,2
Chá Preto Ice Tea Pêssego Leão Garrafa 450ml,2
Vinho Branco Torrontés Santa Ana 750ml,2
Isotônico Powerade Uva 500ml,2
Vinho Branco Aurora Colheita Tardia 500ml,2
Água Saborizada com Gás Limão Crystal Sabores Garrafa 510ml,2
Suco Maguary Seleção Uva 1,5L,2
Espumante Branco Salton Brut 750ml,2
Refrigerante Antarctica Guaraná Garrafa 2,5L,2
Chá Matte Leão Limão Zero 1,5L,2
Refrigerante Pepsi Cola 200ml,2
Vinho Kaleu Branco Chenin Chardonnay 750ml,2
Vinho Tinto 34 Syrah 750ml,2
Cerveja Spaten Puro Malte 600ml Garrafa,2
Refrigerante Guaraná Antarctica 1,5L Garrafa,2
Cerveja Coronita 210ml Long Neck,2
Suco Concentrado Maguary Abacaxi 500ml,2
Espumante Salton Series Rosé Brut 750ml,2
Energético Red Bull Maracujá e Melão 250ml,2
Cerveja Brahma Zero Lata 350ml,2
Suco Maguary Fruit Shoot Laranja 150ml,2
Refrigerante Refriko Tubaína 300Ml,2
Cerveja Lager Premium Puro Malte Amstel Garrafa 355ml,2
Suco de Abacaxi Kapo 200ml,2
Bebida de Soja Ades Pêssego 1L,2
Vinho Quinta de Bons Ventos Tinto 750ml,2
Refrigerante Sprite Original 220ml,2
Água Mineral Prata Com Gás 510ml,2
Néctar Misto Uva e Maçã sem Adição de Açúcar Del Valle Caixa 1l,2
Refrigerante Fanta Uva 220ml,2
Refrigerante Limão Sprite Garrafa 600ml,2
Isotônico Powerade Frutas Tropicais Garrafa  500ml,2
Energético Red Bull  Blueberry e Baunilha The Winter Edition 250ml,2
Água Saborizada Crystal Sparkling Tangerina e Capim Limão 510ml,2
Suco de Maçã Clarificado sem Adição de Açúcar Del Valle Caixa 1l,2
Água Mineral São Lourenço sem Gás 300ml,2
Refrigerante Soda Limonada Antarctica Garrafa 2L,2
Espumante Salton Series Demi Sec 750ml,2
Vinho Tinto Patagón Merlot 750ml,2
Suco Purity Soja Original 1L,2
Água de Coco Puro Coco 1L,2
Suco Kapo Maçã 200ml,2
Refrigerante Sukita Uva Garrafa 2L,2
Vinho Tinto 34 Malbec 750ml,2
Refrigerante Fanta Guaraná 2L,2
Whisky Escocês Blended Blue Label Johnnie Walker Garrafa 750ml,2
Água de Coco Sococo 200ml,2
Vinho Tinto Valdivieso Merlot Seco 750ml,2
Cerveja Itaipava 350ml,2
Isotônico Powerade Limão 500ml,2
Vinho Tinto Torres Sangre de Toro 750ml,2
Vodka Natasha 900ml,2
Água Tônica Antarctica Garrafa 1L,2
Suco Del Valle Frut Uva 450ml,2
Refrigerante Pepsi Cola 1,5L,2
Cerveja Patagonia Weisse Long Neck 355ml,2
Chá Mate Original Matte Leão Garrafa 450ml,2
Refrigerante Refriko Tubaína 2L,2
Suco Néctar Goiaba Purity 1L,2
Néctar Pêssego sem Adição de Açúcar Del Valle Caixa 1l,2
Chá Matte Leão Açaí e Guaraná 300ml,2
Vinho Chileno Reservado Malbec 750ml,2
Refresco Limão sem Açúcar Del Valle Frut Garrafa 1,5l,2
Vinho Tinto Olaria Carmin Suave 750ml,2
Água Tônica Schweppes sem Açúcar 220ml,2
Vinho Tierra Del Fuego Tinto Suave 750ml,2
Cerveja Escura Caracu 350ml Lata,2
Rum Montilla Carta Branca 1L,2
Água Mineral Prata Sem Gás 300ml,2
Água Mineral Voss com Gás Vidro 800ml,2
Bebida Adoçada Uva Maguary Fruit Shoot Caixa 150ml,2
Cerveja Brahma Malzbier Long Neck 355ml,2
Cerveja Heineken Lager Puro Malte Zero Álcool Lata 269ml,2
Chá Verde Leão Limão Zero 450ml,2
Vinho Chileno Branco Meio Seco Reservado Sauvignon Blanc Garrafa 750ml,2
Refrigerante H2OH Limão Garrafa 1,5L,2
Coquetel Alcoólico Composto Bella Roma Lata 473ml,2
Suco Purity  Soja Original Zero 1L,2
Whisky Escocês Blended 12 Anos Grand Old Parr Garrafa 750ml,2
Cerveja Brahma Malzbier 350ml Lata,2
Água de Coco Mais Coco 200ml,2
Vodka Smirnoff 1.750ml,2
Vinho Tinto Sur Andino Invictas Cabernet Sauvignon 750ml,2
Suco de Laranja sem Adição de Açúcar Del Valle Caixa 1l,2
Vinho Brasileiro Branco Suave Campo Largo Serra Gaúcha Garrafa 750ml,2
Cerveja Patagonia Amber Lager Lata 473ml,2
Vinho Tinto Tierra del Fuego Reserva Cabernet Sauvignon 750ml,2
Vinho Tinto Benjamim Nieto Senetiner Malbec 750ml,2
Whisky Americano Bourbon Bulleit Garrafa 750ml,2
Vinho Santa Ana Malbec 750ml,2
Vinho Casal Garcia Verde Sweet 750ml,2
Groselha Xopito 900ml,2
Suco Concentrado Maguary Uva 500ml,2
Suco Campo Largo Integral Uva e Maçã 900ml,2
Suco de Uva Perini Branco 1L,2
Chá Matte com Limão Leão com Gás 290ml,2
Vinho Branco Tierra Del Fuego Suave 750ml,2
Refrigerante Pepsi Lata 350ml,2
Energético Furioso Garrafa 2l,2
Vinho Tinto Conejo Negro Red Blend 750ml,2
Refrigerante Refriko Guaraná 2L,2
Bebida de Soja Ades Maçã 200ml,2
Vinho Branco Santa Helena Chardonnay 750ml,2
Vinho Argentino Trivento Reserve White Malbec 750ml,2
Vinho Tinto Pata Negra Tempranillo Cabernet Sauvignon 750ml,2
Suco de Uva Perini Integral 1 Litro,2
Vinho Tinto Cousino Macul Don Luis Cabernet Sauvignon 750ml,2
Vinho Tinto Perro Callejero Malbec 750ml,2
Refrigerante Guaraná Antarctica Garrafa 3L,2
Vinho Tinto Porto Ferreira Tawny 750ml,2
Bebida de Soja Ades Laranja 1L,2
Licor Amarula Garrafa 750ml,2
Vinho Santa Ana Garrafa 750ml, Cabernet Sauvignon,2
Isotônico Powerade Tangerina 500ml,2
Espumante Garibaldi Ice Prosecco 750ml,2
Vinho Valdivieso Single Vineyard Gran Reserva Cabernet Sauvignon 750ml,2
Chá Mate Limão Matte Leão Garrafa 450ml,2
Energético Sem Açúcar Red Bull Energy Drink Sugarfree, 355 ml,2
Vinho Tinto Monte de Pinheiros Cartuxa 750ml,2
Água Mineral Acqua Panna Toscana sem Gás 250ml,2
Vinho Caoba Tinto Malbec 750ml,2
Refrigerante Refriko Uva 2L,2
Vinho Branco Louis Latour Chardonnay Chablis 750ml,2
Vinho Piscine Rose Garrafa 750ml,2
Vinho Branco Perro Callejero Sauvignon Blanc 750ml,2
Vinho Tinto Tierra del Fuego Gran Reserva Carménerè 750ml,2
Agua Tônica Prata Pink Lemonade 200ml,2
Vinho Caballo Loco Limari 750ml,2
Água Tônica Antarctica Zero Açúcar Garrafa 1L,2
Vinho Tinto Periquita Reserva 750ml,2
Vinho Branco Santa Carolina Reserva Sauvignon Blanc 750ml,2
Vinho Branco Sangre de Toro 750ml,2
Vinho Tinto Foral Douro 750ml,2
Suco Purity Soja Laranja 1L,2
Vermute Martini Rosso 750ml,2
Gin Rock's 995ml,2
Espumante Brut Forum 750ml,2
Vinho Tinto Aliança Alabastro 750ml,2
Vinho Chileno Tinto Seco Reserva Casillero del Diablo Malbec Valle Central Garrafa 750ml,2
Cerveja Lager Puro Malte Gold Therezópolis Lata 350ml,2
Montilla Carta Ouro Rum Nacional 1L,2
Vinho Chileno Tinto Seco Reserva Especial 120 Carménère Valle Central Garrafa 750ml,2
Suco Purity Soja Uva 1L,2
Licor Drikke Dulce Leche Banana 500ml,2
Passport Scotch Whisky Escocês 1L,2
Suco Perini Moscato Branco Uva 300ml,2
Conhaque Presidente 970ml,2
Vinho Carmim Olaria Suave Rose 750ml,2
Vinho Tinto La Linda Malbec 750ml,2
Suco Purity Néctar Misto Laranja e Tangerina 1L,2
Chopp Brasser Safra 1,5L,2
Vinho Valdivieso Sauvignon Blanc Seco 750ml,2
Vinho Chileno Casillero Del Diablo Reserva Rosé 750ml,2
Vinho Tinto Traversa Cabernet Sauvignon Roble Reserva 750ml,2
Vinho Miolo Seleção Rosé Seco 750ml,2
